"pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","dist","fare_amount"
-74.001452,40.734487,-74.00148,40.734712,"1",0.0251579955039031,6.49556666666666
-73.967087,40.788497,-73.967118,40.793702,"1",0.579423839971228,4.40865833333333
-73.987818,40.75985,-73.961963,40.779332,"1",3.07485036707286,10.0399166666667
-73.983472,40.738922,-74.00349,40.722732,"1",2.46974774981374,9.19576666666667
-73.981537,40.74393,-74.00091,40.720537,"1",3.07439666641374,10.287225
-73.98403,40.757731,-73.872712,40.774424,"1",9.56756493392204,15.967765
-73.790212,40.644205,-73.898725,40.69862,"1",10.9833073054085,15.5583666666667
-73.977597,40.758087,-74.013315,40.708975,"1",6.24235856773968,16.1280333333333
-73.97876,40.736587,-74.001597,40.75479,"1",2.79563938632045,10.6171833333333
-74.002925,40.723357,-74.017655,40.705132,"1",2.3792345054431,10.1326358333333
-73.983557,40.770987,-73.990095,40.76183,"1",1.15884794361529,5.176825
-73.982112,40.775165,-73.974962,40.790022,"1",1.76026046504897,6.28615833333333
-73.97107,40.76405,-73.98289,40.68982,"1",8.32319246160376,20.5321083333333
-73.98748,40.776608,-73.97186,40.799902,"1",2.90813108576494,8.7636
-74.004957,40.737597,-73.989523,40.742702,"1",1.42040539810305,6.78071666666667
-73.987477,40.75013,-73.978405,40.772792,"1",2.636140961464,9.39069583333333
-73.950668,40.779357,-73.981842,40.779302,"1",2.62780512019243,10.8711116666667
-73.97548,40.776852,-73.95267,40.783477,"1",2.05932052814383,7.8819
-73.996185,40.753532,-73.984365,40.753992,"1",0.998059358929175,5.91436666666667
-73.958397,40.778772,-73.966175,40.768047,"1",1.3621105526964,6.64098333333334
-73.996115,40.722317,-74.003342,40.722747,"1",0.61159332302358,5.0963
-73.969212,40.761087,-73.98627,40.767207,"1",1.59142287534618,8.15133333333333
-74.003515,40.725305,-73.989928,40.751592,"1",3.14266131219627,11.0160083333333
-74.007248,40.727522,-73.987782,40.724135,"1",1.68492553956193,7.913925
-73.979138,40.755022,-74.011417,40.709817,"1",5.72162563982422,16.7050666666667
-73.9624,40.767412,-73.953473,40.772772,"1",0.96043105006168,4.87995
-73.958,40.768752,-73.956025,40.771297,"1",0.328614376998881,4.51525
-73.96765,40.763025,-73.960562,40.775427,"1",1.50436154548405,5.70746666666667
-73.994193,40.751092,-74.003652,40.741975,"1",1.29089258544379,5.98545833333333
-73.99808,40.736957,-73.998557,40.724587,"1",1.37760986981405,6.712425
-73.975412,40.765327,-73.969302,40.762825,"1",0.585629409311374,5.142275
-73.995857,40.732792,-73.985787,40.762177,"1",3.37956765722474,10.4406916666667
-73.99488,40.765705,-73.9858,40.760697,"1",0.94705120127602,5.60384166666667
-74.008063,40.722182,-73.95736,40.774037,"1",7.18370079335714,18.98695
-74.0018,40.74079,-73.99818,40.72381,"1",1.91471168141536,7.6116
-73.95429,40.766287,-73.961268,40.764667,"1",0.615348495422551,4.86746666666667
-74.005452,40.707692,-73.98512,40.720387,"1",2.22267476039829,9.40363333333333
-73.993063,40.757987,-73.9957,40.740182,"1",1.99448039554456,8.01545
-73.98722,40.722402,-73.990852,40.729342,"1",0.831100567887401,4.89279166666666
-73.981957,40.768555,-73.971425,40.76216,"1",1.13810699816111,6.67881666666666
-73.980095,40.755147,-73.993037,40.736612,"1",2.33422005131035,8.04561666666667
-73.958775,40.772602,-73.988202,40.763167,"1",2.69412416564517,10.9099466666667
-73.99619,40.743327,-74.00315,40.723092,"1",2.3278024162546,8.10209166666667
-73.970323,40.793943,-73.955458,40.779405,"1",2.04666945617849,8.058725
-73.97472,40.76165,-73.98253,40.75514,"1",0.979214290143815,7.06164166666667
-73.99233,40.743607,-74.005145,40.718915,"1",2.95363363800608,9.87617999999999
-73.990102,40.756892,-73.98937,40.736727,"1",2.24560625197559,8.21530833333333
-73.9851,40.7365,-73.9902,40.7466,"1",1.20380104191186,6.1906
-73.967846,40.801121,-73.971495,40.794979,"1",0.749691730812044,4.28810833333333
-73.983598,40.744122,-74.00721,40.713087,"1",3.98788647942595,11.9486666666667
-74.003716,40.72374,-73.992444,40.73906,"1",1.95257802991316,7.476675
-73.964083,40.771029,-73.976259,40.756069,"1",1.95634670785245,8.57044166666667
-73.970698,40.788531,-73.938011,40.85527,"1",7.92321925152352,15.4331308333333
-73.987433,40.760706,-73.954302,40.778213,"1",3.40586771792713,10.9778166666667
-73.974478,40.756004,-73.961013,40.775931,"1",2.49188586052627,6.92455833333333
-74.010012,40.720559,-74.002766,40.760599,"1",4.49893658987685,14.36167
-73.964135,40.757195,-73.976472,40.765838,"1",1.4169549550958,7.26805
-73.863752,40.771078,-73.980705,40.763274,"1",9.89849800495203,17.7215583333333
-73.992531,40.758518,-74.01358,40.702339,"1",6.50100498194483,15.8188166666667
-74.010177,40.721474,-74.016017,40.717565,"1",0.657365753470782,5.07611666666667
-73.977022,40.747605,-73.957033,40.766981,"1",2.73739245494229,10.286905
-73.996535,40.716279,-73.993749,40.71475,"1",0.290221510244502,4.95340833333333
-73.915507,40.746298,-73.986717,40.740458,"1",6.04094458327424,17.9840833333333
-73.946295,40.780178,-73.955901,40.784911,"1",0.966023839758099,5.75403333333334
-73.995487,40.730777,-74.007569,40.751626,"1",2.53475861254967,11.0016775
-73.983985,40.769246,-73.987803,40.7479,"1",2.39793510853365,9.46125
-73.97265,40.759165,-73.986713,40.73974,"1",2.46625425950523,8.66861666666667
-74.001481,40.727788,-73.967842,40.801968,"1",8.7311687469152,21.8468916666667
-74.005496,40.745833,-73.991388,40.755096,"1",1.57440976861698,7.847775
-73.950124,40.809802,-73.948837,40.807466,"1",0.281746470396314,4.92885
-73.982742,40.761639,-74.003303,40.743807,"1",2.63566677758247,10.1721083333333
-74.000951,40.73185,-74.005094,40.718853,"1",1.48843804389625,6.59184166666667
-73.980988,40.752928,-73.990592,40.736779,"1",1.97174924662299,8.370075
-73.994588,40.745616,-73.976172,40.668559,"1",8.71758248120634,16.2056416666667
-73.973,40.7642,-73.9516,40.7737,"1",2.09128288671013,9.21024583333333
-73.99964142,40.76128387,-74.00495911,40.70695114,"1",6.06490211383031,17.1932416666667
-73.99768066,40.74091339,-73.97631073,40.73230743,"1",2.04129532739376,8.21086666666667
-73.98439026,40.6964035,-73.98313141,40.7441597,"1",5.31725669132728,15.429985
-73.98043823,40.734478,-74.00392914,40.74144745,"1",2.12786738544005,8.56141666666667
-74.000547,40.742711,-73.992309,40.764048,"1",2.47472879314617,8.73691666666666
-73.986059,40.750543,-73.976333,40.732467,"1",2.17299582259068,9.600525
-74.005436,40.721001,-73.984981,40.724268,"1",1.76362074078217,7.53006666666667
-73.99076,40.750222,-74.001369,40.721367,"1",3.33444541244733,10.8612
-73.971341,40.751362,-73.776249,40.645615,"1",20.2404305268835,17.466575
-73.995792,40.753923,-73.979892,40.751194,"1",1.37480753731253,7.547325
-73.942504,40.812047,-73.961201,40.801051,"1",1.99505858751985,7.76069166666666
-74.009985,40.721755,-73.98842,40.714197,"1",2.00459900402359,8.435825
-73.999344,40.742281,-74.007075,40.748069,"1",0.91666220662265,5.63735833333333
-73.989861,40.76742,-73.982949,40.77692,"1",1.2074467544741,5.51363333333333
-73.980611,40.751283,-73.968612,40.758526,"1",1.29378615495627,6.49371666666666
-73.997552,40.721409,-74.005576,40.744953,"1",2.7068936789446,9.00475
-73.993943,40.740982,-73.98323,40.731559,"1",1.3845130189078,6.21635833333333
-74.000256,40.730506,-73.979219,40.761097,"1",3.83983822750151,11.1973333333333
-74.00137329,40.73705673,-73.99819183,40.72898865,"1",0.937372018049705,4.7499
-73.996852,40.737529,-73.991014,40.755837,"1",2.0966658177279,10.1435583333333
-73.959735,40.767036,-73.979618,40.743739,"1",3.08818264466559,10.4609916666667
-73.998827,40.724698,-73.972162,40.747326,"1",3.37695897681604,10.9292666666667
-73.982587,40.746472,-73.98381,40.743944,"1",0.299722713491363,4.11220833333333
-73.959245,40.767553,-73.977747,40.776222,"1",1.8341843773652,7.99336666666667
-73.976646,40.749266,-73.990333,40.745231,"1",1.23861115208215,6.54499166666667
-73.985901,40.75565,-73.975898,40.75736,"1",0.864700787121215,5.81460833333333
-74.011108,40.715461,-73.996243,40.696673,"1",2.43881467207976,9.87174166666667
-73.991668,40.749447,-74.005707,40.725886,"1",2.87772311221079,10.0772333333333
-73.973334,40.763702,-73.991643,40.754099,"1",1.8778055304176,9.37031666666666
-73.983765,40.765684,-74.009293,40.706195,"1",6.9635664259009,19.3926583333333
-73.9784,40.744983,-73.98541,40.735961,"1",1.16543745182732,5.25725833333333
-74.003236,40.731949,-73.959567,40.762818,"1",5.03701552506347,14.4154666666667
-74.009518,40.746582,-73.967179,40.763811,"1",4.05278472091883,13.7143183333333
-73.990302,40.750902,-74.00217,40.738394,"1",1.71481604410737,7.3848
-74.000283,40.737562,-74.013773,40.702387,"1",4.077719954969,12.69595
-74.003962,40.74789,-73.995598,40.75949,"1",1.4713721054689,7.28513333333333
-73.96623,40.75384,-73.9362,40.794797,"1",5.21498842156047,11.7869566666667
-73.974375,40.679922,-73.953957,40.730305,"1",5.86731598954119,14.3579545833333
-73.973798,40.687278,-73.964767,40.638197,"1",5.51663551773044,14.5762333333333
-73.979785,40.775892,-73.985015,40.776243,"1",0.44261013524422,4.6111
-73.97977,40.739613,-74.007737,40.705207,"1",4.49850119622669,13.2278333333333
-74.004512,40.730533,-74.006707,40.726593,"1",0.476084062678667,4.22003333333333
-73.98237,40.773378,-74.006975,40.734665,"1",4.78298239954748,13.9347333333333
-73.874508,40.774035,-73.989043,40.729173,"1",10.8733948767683,18.5643666666667
-73.952852,40.772537,-73.978942,40.747175,"1",3.57916887021678,10.6143
-73.992417,40.748752,-73.972457,40.753812,"1",1.77497640013072,8.34503333333334
-73.974753,40.737138,-73.985293,40.751237,"1",1.80374999925,8.644925
-73.96851,40.754948,-73.977967,40.734193,"1",2.44423099859336,8.10757500000001
-74.001977,40.724452,-73.998415,40.7351,"1",1.22282292687476,5.55485833333334
-73.988713,40.718857,-74.005467,40.727107,"1",1.68562283634968,7.78476666666666
-73.982157,40.674133,-73.984368,40.663597,"1",1.18762656397225,7.217525
-73.985117,40.758853,-74.001898,40.735202,"1",2.98908262157909,8.770475
-73.98666,40.722447,-74.006417,40.738717,"1",2.46129669991764,9.02829166666667
-73.951082,40.825677,-73.999648,40.751497,"1",9.21651742043177,21.7470333333333
-73.984588,40.728882,-73.98222,40.762638,"1",3.76300398495476,12.4713416666667
-73.98893,40.763657,-73.98581,40.777935,"1",1.61103729802063,6.65841666666667
-73.990338,40.718968,-73.979143,40.724242,"1",1.11209699609555,6.30816666666667
-74.004547,40.742232,-73.978482,40.76278,"1",3.17229827505221,11.133825
-73.963667,40.761457,-73.930565,40.764632,"1",2.81329176224161,12.8366875
-73.997988,40.721363,-73.989735,40.75994,"1",4.35042169804166,13.2368033333333
-73.994255,40.745455,-74.010107,40.714307,"1",3.71630298916137,11.039175
-73.991552,40.750048,-73.98445,40.733053,"1",1.98443726423105,8.33858333333334
-73.97631,40.775892,-73.989425,40.776447,"1",1.10730041509058,5.63324166666667
-73.950557,40.826583,-73.938448,40.814805,"1",1.66120891291959,7.27443333333333
-73.99407,40.751413,-73.980663,40.773985,"1",2.75527275816159,12.78892
-73.950275,40.784657,-73.984137,40.743215,"1",5.42529522399502,14.1984583333333
-73.988043,40.759873,-73.973568,40.789705,"1",3.53797492101823,10.3034333333333
-73.874537,40.774122,-73.98068,40.736777,"1",9.86882991308202,18.5744666666667
-73.778122,40.646807,-73.988785,40.768785,"1",22.3694502627933,18.9707116666667
-73.983595,40.729822,-73.976848,40.751838,"1",2.51600952002397,8.05307499999999
-73.989715,40.756712,-73.959547,40.76758,"1",2.81670866934679,11.2980333333333
-73.870935,40.77375,-73.971443,40.752472,"1",8.79914915372522,17.6173916666667
-73.991002,40.739687,-73.962187,40.810145,"1",8.21088816650203,21.31535
-73.997767,40.751432,-73.98802,40.723718,"1",3.19277305170345,11.6966583333333
-73.991543,40.666665,-73.983587,40.729985,"1",7.08065980224742,12.831385
-73.991032,40.755988,-73.953158,40.817478,"1",7.55279734682115,18.45661
-73.992658,40.748482,-73.98959,40.725898,"1",2.52732287295339,9.35366666666667
-73.962542,40.762998,-74.009377,40.720012,"1",6.20498823601601,17.6120583333333
-73.963585,40.710397,-74.001565,40.708507,"1",3.21177063699069,10.4926833333333
-74.000685,40.720933,-73.95292,40.654447,"1",8.42814416688257,15.794825
-73.814387,41.06966,-73.842272,41.051657,"1",3.0813346161823,9.99075
-73.986485,40.730183,-73.952503,40.69512,"1",4.84321650975499,14.6495708333333
-73.871065,40.773777,-74.007195,40.70777,"1",13.6315767967219,22.3944833333333
-73.990668,40.746012,-73.932105,40.75767,"1",5.10625038859652,19.2453666666667
-74.005023,40.710738,-73.987217,40.771017,"1",6.87623502853952,18.264725
-73.98909,40.721515,-74.008942,40.710937,"1",2.04749427206732,8.51738333333334
-73.96821,40.762427,-73.949925,40.708173,"1",6.23335604010974,18.76345
-73.998213,40.745158,-73.97574,40.670575,"1",8.51636550737278,16.3149583333333
-73.78442,40.648597,-73.965768,40.764437,"1",20.0120184279869,18.7541416666667
-73.968527,40.758878,-73.947385,40.779885,"1",2.94033278208651,9.0568
-74.002903,40.728115,-73.999785,40.72676,"1",0.303215760562471,4.14088333333333
-73.986823,40.76135,-73.984955,40.767673,"1",0.721278589696482,4.487475
-73.973117,40.754395,-73.955698,40.781096,"1",3.31535067920371,9.858615
-73.958269,40.779908,-73.9876,40.776203,"1",2.50665420597329,9.99769166666666
-73.969176,40.764169,-73.988718,40.737069,"1",3.43754558371127,10.6324091666667
-73.961577,40.777312,-73.945294,40.778813,"1",1.38272702749472,6.37008333333333
-73.989398,40.751316,-73.979288,40.76169,"1",1.43541036802809,7.9088
-73.977029,40.683456,-73.948796,40.633798,"1",6.02014585998125,14.6815166666667
-73.995692,40.757253,-74.006898,40.743844,"1",1.7666787248246,7.29426666666667
-73.967037,40.76666,-73.993972,40.761483,"1",2.34297686258618,10.0910216666667
-74.004578,40.742129,-73.985415,40.668713,"1",8.33108786116961,15.4305333333333
-73.986673,40.718198,-73.979166,40.72784,"1",1.24626550649686,6.85999166666666
-73.945484,40.746101,-73.978348,40.670895,"1",8.81925619204702,17.2463166666667
-73.977639,40.725903,-74.012544,40.707921,"1",3.56095388179077,12.0467333333333
-73.97542572,40.7543869,-74.00476837,40.74801254,"1",2.57420510361609,10.3786166666667
-73.980749,40.742435,-74.005971,40.726187,"1",2.79245299687292,10.0458
-73.945536,40.833451,-73.964991,40.802023,"1",3.86344032462405,12.5216208333333
-73.993275,40.722275,-73.976664,40.739424,"1",2.3680830840458,8.8362
-73.999149,40.746061,-73.992248,40.739694,"1",0.91712714379383,5.221825
-73.993689,40.728997,-73.95633,40.775548,"1",6.06454911582143,14.0180666666667
-73.9962,40.732,-74.0081,40.7076,"1",2.89581444028333,9.179525
-73.987262,40.742164,-74.003042,40.726977,"1",2.15171786302271,7.62093333333334
-73.960248,40.761936,-73.945896,40.781818,"1",2.52238511441073,8.852125
-73.977633,40.752277,-73.951582,40.76638,"1",2.69997016957142,11.89565
-73.965528,40.762879,-73.961713,40.771034,"1",0.963106634987967,4.97056666666667
-73.962552,40.775699,-73.974893,40.77777,"1",1.06555840174157,6.29739166666666
-74.001353,40.741201,-73.99613,40.746823,"1",0.765321850954238,4.75096666666666
-73.872133,40.774087,-73.99721,40.727547,"1",11.7514898825093,19.3694083333333
-73.985668,40.749403,-73.994682,40.74992,"1",0.762345761354654,5.42128333333333
-73.991737,40.750655,-73.991817,40.731097,"1",2.17719705667233,7.92800833333333
-73.796322,40.644648,-73.946117,40.780585,"1",19.7167240449471,18.567325
-74.015458,40.714485,-74.007933,40.745908,"1",3.55512348159908,10.87145
-74.002458,40.71431,-73.872378,40.774513,"1",12.8558152575084,22.1090416666667
-73.958552,40.769183,-73.949315,40.754127,"1",1.84814750639798,8.626575
-73.988188,40.757833,-73.989358,40.759448,"1",0.205070896818859,6.15422499999999
-73.982017,40.770807,-73.976295,40.7952,"1",2.75791689815992,10.3665708333333
-73.988137,40.779293,-73.990567,40.750652,"1",3.19487753979782,12.8583841666667
-73.980645,40.765977,-73.99119,40.754228,"1",1.58150525324428,7.21984166666666
-73.930543,40.753273,-73.927505,40.754163,"1",0.274675717425251,7.30464523809524
-73.990807,40.751103,-73.994237,40.746155,"1",0.622144645200083,5.22929666666667
-73.990105,40.734572,-74.002633,40.747155,"1",1.75458528836021,7.60875
-73.995112,40.739862,-73.977047,40.763257,"1",3.01716425776514,10.9585966666667
-73.96555,40.766002,-73.967563,40.758012,"1",0.905492328751494,5.55248333333333
-73.986717,40.730783,-74.007037,40.719685,"1",2.11304432240461,8.116275
-73.958567,40.768842,-73.969597,40.768798,"1",0.929928765060042,5.8763
-73.969942,40.785188,-73.959468,40.771413,"1",1.76944443113435,7.47320833333333
-73.991613,40.754678,-73.965182,40.771297,"1",2.89636773000983,11.2253583333333
-73.99154,40.730893,-73.982622,40.767248,"1",4.11630871365598,12.888175
-73.977813,40.738423,-73.990238,40.732195,"1",1.25661363449419,5.75131666666667
-73.98519,40.745418,-73.984085,40.746375,"1",0.141541648274493,5.28703333333334
-73.949462,40.776897,-73.939443,40.791885,"1",1.869999494311,6.49205
-73.987567,40.757443,-73.97648,40.77562,"1",2.22893066791943,8.4794
-73.962423,40.778952,-73.977575,40.753577,"1",3.1001728379182,10.8258833333333
-73.964985,40.759758,-73.986643,40.730002,"1",3.78267144259692,10.3934516666667
-73.949347,40.785538,-73.937085,40.805117,"1",2.41209061649704,8.720525
-73.988543,40.749687,-73.973905,40.76417,"1",2.03048344219389,8.66112
-73.97784,40.786948,-73.968852,40.786863,"1",0.75761200297986,4.49420833333334
-74.00074,40.720285,-74.178053,40.695587,"1",15.2130685711162,16.1371071428571
-73.980472,40.748928,-73.954793,40.76572,"1",2.86055784210476,10.68955
-73.982533,40.76194,-73.86478,40.77032,"1",9.97163714148638,15.7471183333333
-73.938777,40.757383,-73.926695,40.771173,"1",1.84234161228231,9.14670416666666
-73.97486,40.761463,-73.982057,40.752893,"1",1.13067352175509,7.82164166666667
-73.954737,40.769655,-73.960627,40.78093,"1",1.34977091537008,6.58945
-73.968628,40.764537,-73.955862,40.772702,"1",1.40872836986489,6.10093333333333
-73.936032,40.76747,-73.879892,40.769318,"1",4.73754295353016,10.4929952380952
-73.972385,40.786987,-73.98065,40.778252,"1",1.19618124566121,5.42175
-73.872397,40.773882,-73.982183,40.762372,"1",9.34418308848739,17.3899166666667
-73.953078,40.786945,-73.961205,40.771885,"1",1.81103979844354,6.73538333333333
-74.010133,40.72069,-74.007462,40.741085,"1",2.28151395091197,7.479075
-73.885215,40.772903,-73.961165,40.771972,"1",6.40367305511628,13.8480416666667
-73.966453,40.773302,-74.002802,40.760578,"1",3.37609326596194,12.85173
-73.997457,40.736698,-73.980218,40.749062,"1",2.00207975366191,9.98755
-73.978615,40.753438,-74.0054,40.726862,"1",3.72237755349556,12.82179
-73.981185,40.733208,-73.975432,40.74139,"1",1.03201579041624,5.14625833333334
-73.984282,40.737372,-73.983883,40.745558,"1",0.91188253314818,6.19679166666667
-73.97648,40.759562,-73.97003,40.765697,"1",0.873024663105246,5.55400833333334
-73.86209,40.768017,-73.86469,40.769802,"1",0.295858939371504,6.68043333333333
